,name,url,Price,год выпуска,Пробег,Кузов,Цвет,Двигатель,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Гарантия,VIN,Госномер,Владение,Обмен,Кузов №
2437,Jaguar F-Pace I,https://auto.ru/cars/used/sale/jaguar/f_pace/1100987744-2fe6615f/,3 299 000 ₽,2019,21 700 км,внедорожник 5 дв.,синий,2.0 л / 180 л.с. / Дизель,7 740 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,До июня 2022,SAD**************,******|763,,,
2438,Mitsubishi Outlander III,https://auto.ru/cars/used/sale/mitsubishi/outlander/1101823746-a13a5ce7/,915 877 ₽,2012,116 850 км,внедорожник 5 дв.,белый,2.0 л / 146 л.с. / Бензин,4 818 ₽ / год,вариатор,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,JMB**************,,,Рассмотрю варианты,
2439,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1092503792-c7e20ff7/,160 000 ₽,2014,200 000 км,седан,чёрный,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|763,1 год и 5 месяцев,,
2440,LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1102021491-05d51c0d/,605 000 ₽,2017,63 214 км,седан,белый,1.8 л / 122 л.с. / Бензин,4 026 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,******|716,,,
2441,LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1101836801-2ff7dc36/,55 000 ₽,2005,212 000 км,хэтчбек 5 дв.,серебристый,1.5 л / 77 л.с. / Бензин,1 232 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,,Рассмотрю варианты,
2442,LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1095572142-0248872b/,365 000 ₽,2015,77 800 км,хэтчбек 5 дв.,белый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,,,,
2443,Ford Kuga II,https://auto.ru/cars/used/sale/ford/kuga/1101761552-6ebb6792/,876 129 ₽,2013,81 536 км,внедорожник 5 дв.,белый,1.6 л / 150 л.с. / Бензин,4 950 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,Z6F**************,,,Рассмотрю варианты,
2444,Nissan X-Trail II Рестайлинг,https://auto.ru/cars/used/sale/nissan/x_trail/1101550423-32574b39/,949 000 ₽,2014,83 000 км,внедорожник 5 дв.,чёрный,2.0 л / 137 л.с. / Бензин,4 521 ₽ / год,вариатор,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,Z8N**************,,,Рассмотрю варианты,
2445,BMW X5  II (E70) 30d,https://auto.ru/cars/used/sale/bmw/x5/1090870236-6f46bc7a/,1 250 000 ₽,2009,240 000 км,внедорожник 5 дв.,чёрный,3.0 л / 235 л.с. / Дизель,17 625 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,WBA**************,******|21,,Рассмотрю варианты,
2446,Dodge Stratus II Рестайлинг,https://auto.ru/cars/used/sale/dodge/stratus/1084779675-e2f437ec/,170 000 ₽,2003,290 000 км,седан,синий,2.4 л / 152 л.с. / Бензин,6 536 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,1B3**************,******|163,,,
2447,LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1100986986-2b80cdd4/,40 000 ₽,1997,13 545 км,седан,синий,1.5 л / 78 л.с. / Бензин,1 248 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,XTA**************,,,,
2448,Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1101370028-6738c6a7/,90 000 ₽,1997,217 000 км,седан,чёрный,1.6 л / 100 л.с. / Бензин,1 600 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,W0L**************,******|163,,,
2449,Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1098936344-93e025be/,230 000 ₽,2009,120 000 км,хэтчбек 5 дв.,красный,1.0 л / 60 л.с. / Бензин,960 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,W0L**************,******|163,1 год и 6 месяцев,,
2450,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1102041047-889ba70c/,295 000 ₽,2014,84 227 км,лифтбек,серебристый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,,,Рассмотрю варианты,
2451,Datsun on-DO I,https://auto.ru/cars/used/sale/datsun/on_do/1102217163-3fd496b4/,280 000 ₽,2015,80 000 км,седан,коричневый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,Z8N**************,******|163,2 года и 4 месяца,,
2452,Chevrolet Captiva I Рестайлинг,https://auto.ru/cars/used/sale/chevrolet/captiva/1102194346-58644b8f/,890 000 ₽,2013,108 000 км,внедорожник 5 дв.,белый,2.4 л / 167 л.с. / Бензин,7 181 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XUU**************,******|763,,,
2453,LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1101753685-f36f93c7/,110 000 ₽,2011,168 500 км,седан,белый,1.6 л / 81 л.с. / Бензин,1 296 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,9 лет и 1 месяц,,
2454,LADA (ВАЗ) 2106,https://auto.ru/cars/used/sale/vaz/2106/1102201241-cdfba4d7/,36 000 ₽,1997,22 000 км,седан,зелёный,"1.5 л / 72 л.с. / Бензин, газобаллонное оборудование",1 152 ₽ / год,механическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,,,
2455,Renault Sandero I,https://auto.ru/cars/used/sale/renault/sandero/1102009016-3f4552e1/,250 000 ₽,2011,254 000 км,хэтчбек 5 дв.,бежевый,"1.6 л / 84 л.с. / Бензин, газобаллонное оборудование",1 344 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,X7L**************,******|163,6 лет и 9 месяцев,,
2456,LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1102003582-c7496bd1/,123 000 ₽,2007,137 000 км,хэтчбек 5 дв.,серебристый,1.6 л / 81 л.с. / Бензин,1 296 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,,,
2457,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1100563822-4c824180/,305 000 ₽,2013,56 000 км,седан,чёрный,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,,,
2458,Volkswagen Touran I Рестайлинг,https://auto.ru/cars/used/sale/volkswagen/touran/1100327270-2544ea8f/,460 000 ₽,2007,270 000 км,компактвэн,бежевый,1.9 л / 105 л.с. / Дизель,2 520 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,WVG**************,******|163,9 месяцев,Рассмотрю варианты,
2459,Opel Vectra C,https://auto.ru/cars/used/sale/opel/vectra/1101351232-52dd4852/,145 000 ₽,2003,189 697 км,седан,серебристый,1.8 л / 122 л.с. / Бензин,4 026 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,W0L**************,******|78,,,
2460,Volkswagen Golf V,https://auto.ru/cars/used/sale/volkswagen/golf/1096679928-670f55d9/,386 000 ₽,2006,194 735 км,хэтчбек 5 дв.,синий,1.6 л / 102 л.с. / Бензин,2 448 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,WVW**************,******|763,,Рассмотрю варианты,
2461,Ford Focus II Рестайлинг,https://auto.ru/cars/used/sale/ford/focus/1098621864-483a4c0b/,400 000 ₽,2010,171 000 км,седан,чёрный,1.6 л / 100 л.с. / Бензин,1 600 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,X9F**************,******|163,,,
2462,Hyundai i30 II,https://auto.ru/cars/used/sale/hyundai/i30/1102239542-39d89499/,530 000 ₽,2012,194 000 км,хэтчбек 5 дв.,белый,1.6 л / 130 л.с. / Бензин,4 290 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,TMA**************,******|44,,,
2463,Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1102236009-7378e18c/,800 000 ₽,2013,150 000 км,внедорожник 5 дв.,белый,2.2 л / 184 л.с. / Дизель,7 912 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XUU**************,******|163,,,
2464,Land Rover Discovery III,https://auto.ru/cars/used/sale/land_rover/discovery/1101250346-398d0b0e/,No_info,,,,,,,,,,,,,,,,,,,
2465,LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1102227417-0768bb5b/,195 000 ₽,2011,18 000 км,универсал 5 дв.,зелёный,1.6 л / 81 л.с. / Бензин,1 296 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,,,
2466,Volkswagen Polo V,https://auto.ru/cars/used/sale/volkswagen/polo/1101496739-d5393d90/,410 000 ₽,2012,140 000 км,седан,серебристый,1.6 л / 105 л.с. / Бензин,2 520 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XW8**************,******|163,,,
